"","K","eta_hunt","eta_nat","theta","gamma","alpha_max","ksi","omega","s","beta","p1","p2_q1","p2_q2","p2_q3","p2_q4","phi","sigma1_mean","sigma1_rate","start_q","S_0","E1_0","SuperS_0","SuperE1_0","I_0","SuperI_0"
"781",617,0.499839,0.00804,11.429857,0.024345,0.99288,0.443672,10.437554,68.515124,0.060044,1,0,0,0,0,13.464974,26.321475,1.081402,1,337,13,267,0,0,0
"782",640,0.287172,0.003212,14.705369,0.027034,1.029003,0.416027,9.394299,71.32545,0.2074,1,0,0,0,0,4.815535,58.697392,3.140238,1,367,13,260,0,0,0
"783",672,0.172576,0.023621,6.573108,0.022933,0.950329,0.610119,10.516069,64.063389,0.156911,1,0,0,0,0,3.29669,101.475404,0.517016,1,257,14,401,0,0,0
"784",574,0.763612,0.019329,17.520453,0.034402,1.099165,0.339143,10.094067,68.576731,0.068314,1,0,0,0,0,40.910405,409.555136,0.13226,1,372,12,190,0,0,0
"785",268,0.444531,0.005534,16.444928,0.060622,1.05882,0.712175,11.108886,71.512525,0.120648,1,0,0,0,0,28.700804,482.720561,0.998765,1,76,6,186,0,0,0
"787",935,0.917087,0.017631,15.02255,0.012059,1.048828,0.458406,10.680759,61.756225,0.076028,1,0,0,0,0,4.517895,422.259618,0.800575,1,497,19,419,0,0,0
"788",819,0.84809,0.016646,10.195931,0.038994,0.906363,0.484415,9.291179,63.302644,0.093601,1,0,0,0,0,20.638869,201.48188,1.471981,1,414,17,388,0,0,0
"789",852,0.782554,0.017701,0.408686,0.044388,1.01956,0.718767,11.276279,72.632911,0.133524,1,0,0,0,0,31.13711,498.418532,3.896331,1,235,18,599,0,0,0
"790",612,0.775535,0.024217,16.42891,0.052926,1.059616,0.881778,9.876825,66.445678,0.123636,1,0,0,0,0,45.211021,280.059385,2.384309,1,71,13,528,0,0,0
"791",919,0.785104,0.008468,1.997876,0.058198,0.915791,0.919768,10.878795,63.982596,0.181187,1,0,0,0,0,23.712153,469.475515,5.373346,1,73,19,827,0,0,0
"792",600,0.603365,0.028065,11.018173,0.059377,0.975431,0.236767,10.003079,70.750986,0.171357,1,0,0,0,0,12.407895,312.473467,3.782552,1,449,12,139,0,0,0
"793",504,0.889299,0.027447,14.611274,0.062823,0.959815,0.929036,9.704316,65.169441,0.073276,1,0,0,0,0,33.449977,321.757062,2.151084,1,35,11,458,0,0,0
"794",833,0.356823,0.021449,10.961524,0.034528,0.964024,0.545523,9.358666,70.366455,0.146447,1,0,0,0,0,37.306857,122.278491,5.039175,1,371,17,445,0,0,0
"795",410,0.584165,0.026937,11.500479,0.009204,1.018026,0.368769,10.07523,69.295763,0.22474,1,0,0,0,0,43.823003,367.175099,2.189456,1,254,9,147,0,0,0
"796",634,0.29901,0.000274,15.407942,0.048986,0.92036,0.778226,9.53457,64.423316,0.127322,1,0,0,0,0,47.828629,317.233643,2.199233,1,138,13,483,0,0,0
"797",889,0.717387,0.022314,6.670303,0.002073,0.94049,0.56777,10.04239,67.539151,0.137228,1,0,0,0,0,20.579395,341.337251,2.288541,1,377,18,494,0,0,0
"798",793,0.928253,0.010593,3.517098,0.005625,1.059095,0.677334,9.539648,70.419465,0.071175,1,0,0,0,0,24.242237,178.095892,4.549332,1,251,16,526,0,0,0
"799",501,0.002926,0.021246,12.530418,0.025998,1.014415,0.934676,11.140402,65.222658,0.15133,1,0,0,0,0,38.401969,598.421216,3.013138,1,33,11,457,0,0,0
"800",759,0.618758,0.011908,6.690074,0.005856,0.914446,0.434872,10.692653,73.980511,0.136421,1,0,0,0,0,22.260212,436.319721,3.067932,1,420,16,323,0,0,0
"801",590,0.478171,0.006684,15.811676,0.036356,0.935521,0.772647,9.743871,62.459305,0.029924,1,0,0,0,0,1.469093,300.412477,2.145139,1,132,12,446,0,0,0
"802",884,0.597098,0.013976,10.138854,0.00399,0.978947,0.15659,9.740511,62.904759,0.196408,1,0,0,0,0,10.90229,463.620415,0.756722,1,731,18,135,0,0,0
"803",688,0.944786,0.036088,14.456944,0.081204,0.973807,0.426226,9.278002,73.558327,0.147511,1,0,0,0,0,10.567835,443.126991,5.871065,1,387,14,287,0,0,0
"804",873,0.41212,0.012601,7.912682,0.028567,0.92001,0.649789,11.121035,67.031487,0.194865,1,0,0,0,0,17.383198,304.934095,4.350793,1,300,18,555,0,0,0
"805",423,0.776277,0.003084,4.201042,0.003009,1.033422,0.941252,10.017805,65.255349,0.041636,1,0,0,0,0,46.116004,102.49786,2.705966,1,25,9,389,0,0,0
"806",819,0.872032,0.018726,6.983075,0.028836,1.041198,0.843769,10.858764,65.672,0.223785,1,0,0,0,0,17.456298,549.361267,5.070045,1,126,17,676,0,0,0
"807",394,0.756268,0.007602,16.667017,0.00957,0.983498,0.8323,11.209127,64.420885,0.134699,1,0,0,0,0,23.161081,235.43553,4.424426,1,65,8,321,0,0,0
"808",921,0.7712,0.009134,5.06424,0.024019,0.961137,0.437792,10.735918,69.041801,0.214744,1,0,0,0,0,1.770544,346.002002,3.288792,1,508,19,394,0,0,0
"809",674,0.470962,0.02166,6.24621,0.047308,1.034046,0.503335,9.338198,61.511517,0.101606,1,0,0,0,0,1.224824,205.201079,1.023535,1,328,14,332,0,0,0
"810",542,0.103434,0.015148,16.947736,0.054701,0.961263,0.272198,9.917955,73.736883,0.187427,1,0,0,0,0,35.708994,291.605969,4.633365,1,387,11,144,0,0,0
"811",323,0.201894,0.032607,11.784529,0.057321,0.962464,0.910503,11.050764,62.278506,0.082342,1,0,0,0,0,20.133037,165.436179,1.363035,1,29,7,287,0,0,0
"812",549,0.870363,4.2e-05,1.238925,0.042678,0.945998,0.970195,9.854642,65.03463,0.130065,1,0,0,0,0,43.962906,241.751624,2.899209,1,17,11,521,0,0,0
"813",973,0.077502,0.020473,16.200148,0.066173,1.00998,0.640557,10.722423,66.256802,0.109416,1,0,0,0,0,33.94595,534.369763,0.317213,1,343,20,610,0,0,0
"814",443,0.758402,0.024779,16.839408,0.056637,1.06141,0.590135,9.830016,68.135219,0.081379,1,0,0,0,0,37.858543,319.922034,1.063951,1,178,9,256,0,0,0
"815",875,0.663253,0.014111,3.323149,0.032649,1.030554,0.817981,10.803342,62.062606,0.217345,1,0,0,0,0,25.399226,353.691283,3.81713,1,156,18,701,0,0,0
"816",792,0.219594,0.01997,19.068589,0.023003,0.937008,0.591704,10.461332,68.960678,0.018285,1,0,0,0,0,14.096517,429.220481,3.023343,1,317,16,459,0,0,0
"817",810,0.77228,0.022686,5.326889,0.047909,1.097137,0.588625,11.000764,68.4257,0.183587,1,0,0,0,0,45.09832,381.535053,3.233095,1,327,17,466,0,0,0
"818",648,0.727133,0.006257,10.492963,0.063082,0.92633,0.297611,10.004219,74.086081,0.150019,1,0,0,0,0,28.21436,283.13437,0.291422,1,447,13,188,0,0,0
"819",567,0.619987,0.023035,15.354905,0.036844,1.057152,0.7392,11.065932,68.754688,0.13214,1,0,0,0,0,22.568303,287.122491,4.052112,1,145,12,410,0,0,0
"820",562,0.841773,0.027545,10.015223,0.076018,0.950166,0.455904,10.448071,65.6523,0.213366,1,0,0,0,0,30.03193,56.772571,0.763509,1,300,12,250,0,0,0
"821",453,0.761118,0.028119,17.091421,0.031404,1.0879,0.189469,9.815567,63.92327,0.188897,1,0,0,0,0,38.174533,310.647567,1.954289,1,360,10,83,0,0,0
"822",722,0.039709,0.025545,15.292884,0.071463,1.016127,0.973831,9.907732,69.239464,0.04863,1,0,0,0,0,26.670086,281.776417,2.59356,1,19,15,688,0,0,0
"823",564,0.914917,0.010115,13.790782,0.029457,1.086656,0.137797,10.674309,65.84155,0.114598,1,0,0,0,0,12.766287,118.557737,2.680003,1,476,12,76,0,0,0
"825",928,0.63445,0.019228,13.133669,0.013979,1.015315,0.330588,10.889499,64.589164,0.068865,1,0,0,0,0,7.548297,471.119677,3.711578,1,609,19,300,0,0,0
"827",588,0.985663,0.036059,2.047378,0.013812,0.979989,0.50712,9.308707,62.978617,0.142843,1,0,0,0,0,44.076615,489.782222,1.131076,1,284,12,292,0,0,0
"828",748,0.654382,0.022753,15.235235,0.062358,0.964564,0.245448,10.565369,68.214177,0.152355,1,0,0,0,0,19.782459,123.723127,0.201148,1,554,15,179,0,0,0
"829",485,0.456283,0.003893,16.897345,0.069452,1.028441,0.441887,10.794672,73.48823,0.138919,1,0,0,0,0,18.696667,320.734262,0.884956,1,266,10,209,0,0,0
"830",468,0.829901,0.014759,13.975569,0.043996,0.958903,0.577177,10.837949,71.531478,0.188286,1,0,0,0,0,21.913993,359.457602,3.826462,1,194,10,264,0,0,0
"831",739,0.56239,0.028289,7.297777,0.001351,0.953328,0.848468,9.797559,64.964644,0.148547,1,0,0,0,0,26.7306,474.04367,3.176907,1,110,15,614,0,0,0
"832",363,0.606651,0.009483,5.488853,0.015851,0.976014,0.840834,10.528707,69.379732,0.186809,1,0,0,0,0,13.357781,450.335218,3.20632,1,57,8,298,0,0,0
"833",435,0.254335,0.014705,7.554068,0.017264,0.933674,0.790206,10.702475,69.231731,0.223688,1,0,0,0,0,2.023643,158.241787,2.505327,1,90,9,336,0,0,0
"834",752,0.552835,0.018435,17.755894,0.019776,0.944924,0.763308,9.279955,73.964418,0.09183,1,0,0,0,0,41.449001,468.20895,4.506439,1,175,16,561,0,0,0
"835",725,0.980615,0.00672,14.643315,0.049964,0.983653,0.824984,10.227091,64.783334,0.156346,1,0,0,0,0,27.007431,113.845644,1.456405,1,125,15,585,0,0,0
"836",397,0.622923,0.034289,18.983545,0.057769,0.989942,0.212524,10.718106,67.901087,0.131802,1,0,0,0,0,23.352369,109.027287,0.172405,1,307,8,82,0,0,0
"837",170,0.003732,0.031528,10.914617,0.027236,0.951503,0.227889,10.090272,72.495786,0.160059,1,0,0,0,0,11.125842,48.079471,3.194233,1,129,4,37,0,0,0
"838",599,0.317167,0.022826,13.534044,0.058142,0.916317,0.798405,10.125526,61.317362,0.054559,1,0,0,0,0,27.226387,57.222763,1.787323,1,119,12,468,0,0,0
"839",932,0.300783,0.001935,19.347267,2.3e-05,0.972372,0.688101,9.607047,67.671471,0.092905,1,0,0,0,0,22.335349,273.713715,5.192494,1,285,19,628,0,0,0
"840",150,0.191443,0.016002,7.136224,0.021469,0.967219,0.252255,10.286226,71.875844,0.200159,1,0,0,0,0,27.561885,66.426917,3.060346,1,110,3,37,0,0,0
"841",911,0.465804,0.006416,15.761926,0.007479,0.966883,0.883658,10.92502,66.763647,0.209567,1,0,0,0,0,22.39366,276.620259,3.400737,1,104,19,788,0,0,0
"842",863,0.158227,0.01305,4.735845,0.007035,0.930412,0.756176,10.485121,69.940745,0.197232,1,0,0,0,0,11.347501,386.055845,1.614659,1,207,18,638,0,0,0
"843",540,0.19265,0.010189,14.852391,0.019669,1.032432,0.899715,11.147193,66.379196,0.152876,1,0,0,0,0,24.978528,454.794446,2.431125,1,54,11,475,0,0,0
"844",63,0.472559,0.025969,11.703786,0.045047,0.925573,0.43154,10.067494,64.142947,0.233561,1,0,0,0,0,27.541673,3.571316,0.707276,1,35,2,26,0,0,0
"845",580,0.430858,0.010856,10.668253,0.066901,1.004301,0.767336,9.462191,64.57442,0.185613,1,0,0,0,0,26.507939,461.614048,0.359297,1,133,12,435,0,0,0
"846",982,0.899525,0.016058,5.567851,0.029575,0.90513,0.88058,10.686015,66.810057,0.235325,1,0,0,0,0,43.35223,458.730952,3.654367,1,115,20,847,0,0,0
"847",642,0.645464,0.024377,1.576399,0.03598,0.957689,0.850161,9.372677,65.714006,0.105088,1,0,0,0,0,38.466249,405.134076,0.486581,1,95,13,534,0,0,0
"848",886,0.519694,0.016144,11.330537,0.031546,0.900239,0.933003,10.111777,69.646242,0.168493,1,0,0,0,0,30.818377,218.005959,1.571672,1,59,18,809,0,0,0
"849",528,0.408882,0.015028,16.229184,0.029364,0.94454,0.779603,9.297437,69.66761,0.033534,1,0,0,0,0,37.187663,496.374943,5.056734,1,114,11,403,0,0,0
"850",751,0.323234,0.009066,7.605347,0.03682,1.060259,0.675592,9.31368,68.691139,0.129342,1,0,0,0,0,25.609614,565.029816,1.213254,1,239,16,496,0,0,0
"851",815,0.812564,0.026636,8.484796,0.076817,0.968925,0.304225,11.125366,66.721048,0.209251,1,0,0,0,0,23.255547,447.623215,1.968885,1,556,17,242,0,0,0
"852",713,0.792312,0.025695,6.162039,0.038029,0.983283,0.6002,9.632876,65.901608,0.163621,1,0,0,0,0,36.565018,495.06906,1.86426,1,280,15,418,0,0,0
"853",943,0.428015,0.007792,4.458649,0.030842,1.038186,0.564952,9.494701,67.24291,0.144149,1,0,0,0,0,33.965637,539.385315,2.828479,1,402,19,522,0,0,0
"854",756,0.404767,0.013869,8.660489,0.030752,1.001325,0.983696,9.839909,70.743328,0.022356,1,0,0,0,0,15.239794,520.100986,5.453101,1,13,16,727,0,0,0
"855",724,0.846876,0.004325,14.952276,0.029943,0.974703,0.68053,10.535988,63.463641,0.1953,1,0,0,0,0,19.053983,448.791422,4.186693,1,227,15,482,0,0,0
"856",721,0.834011,0.005246,6.54549,0.048824,1.031143,0.961345,9.831321,63.220719,0.150987,1,0,0,0,0,45.639518,386.409351,3.510903,1,28,15,678,0,0,0
"857",399,0.160758,0.007453,12.161701,0.067527,0.913528,0.605417,10.656063,72.708101,0.155219,1,0,0,0,0,19.207947,488.835851,3.338963,1,155,8,236,0,0,0
"858",622,0.179327,0.031551,15.561202,0.022741,0.909304,0.14232,10.350088,73.985248,0.098292,1,0,0,0,0,23.458159,290.120222,4.211686,1,523,13,86,0,0,0
"859",959,0.411461,0.009518,11.953516,0.041863,1.01587,0.21919,9.603328,70.651645,0.030802,1,0,0,0,0,31.241659,49.383297,0.453487,1,734,20,205,0,0,0
"860",628,0.44956,0.003375,17.603951,0.04136,0.99023,0.606185,10.119996,64.992111,0.130903,1,0,0,0,0,26.413264,577.676227,4.119077,1,243,13,372,0,0,0
"861",823,0.674114,0.013364,8.7509,0.022352,0.914628,0.743384,10.185106,72.89879,0.104865,1,0,0,0,0,17.722929,426.461735,3.184626,1,207,17,599,0,0,0
"862",643,0.896974,0.025856,7.09624,0.063158,0.938449,0.475623,10.151265,63.449718,0.170791,1,0,0,0,0,24.598488,259.378889,0.078524,1,331,13,299,0,0,0
"863",856,0.242006,0.015801,3.659103,0.025072,1.022516,0.912926,10.171752,64.793828,0.025679,1,0,0,0,0,12.520999,65.964563,2.39227,1,73,18,765,0,0,0
"864",223,0.127368,0.021893,10.477962,0.060318,0.923417,0.412634,10.261775,73.955725,0.141693,1,0,0,0,0,21.608031,219.937311,2.556979,1,129,5,89,0,0,0
"865",560,0.263145,0.007399,10.638441,0.015498,0.951752,0.604983,9.552258,73.1092,0.087448,1,0,0,0,0,23.968105,149.887948,4.944991,1,217,12,331,0,0,0
"866",690,0.987923,0.020346,15.848213,0.067256,0.965862,0.592985,9.316588,72.470244,0.211016,1,0,0,0,0,15.43566,416.246819,5.099922,1,276,14,400,0,0,0
"867",941,0.277697,0.02356,10.345448,0.052555,0.903538,0.053395,9.654049,71.336889,0.129098,1,0,0,0,0,41.390324,248.012546,1.777873,1,873,19,49,0,0,0
"868",790,0.301787,0.025533,15.593531,0.016776,0.947387,0.860387,10.62816,64.942773,0.064447,1,0,0,0,0,10.069255,485.618574,5.496339,1,109,16,665,0,0,0
"869",958,0.535154,0.032664,8.067433,0.050719,0.974079,0.448469,10.404645,61.681079,0.136774,1,0,0,0,0,34.927628,34.482551,2.874617,1,518,20,420,0,0,0
"870",644,0.397534,0.012284,14.998245,0.039028,0.910204,0.83603,10.34169,65.727906,0.037577,1,0,0,0,0,29.502912,438.867977,3.006115,1,104,13,527,0,0,0
"871",538,0.787289,0.001964,6.649679,0.003692,1.07296,0.954049,9.928878,64.643012,0.041052,1,0,0,0,0,29.054298,111.46264,3.386224,1,25,11,502,0,0,0
"872",776,0.807707,0.019536,10.226742,0.010693,0.946738,0.83953,10.232746,62.517643,0.197624,1,0,0,0,0,26.979198,203.552448,3.24748,1,122,16,638,0,0,0
"873",865,0.753858,0.019582,19.020092,0.063266,0.976796,0.401724,10.843188,65.091089,0.192818,1,0,0,0,0,17.864636,292.885171,1.150824,1,507,18,340,0,0,0
"874",769,0.976799,0.021467,16.492485,0.057381,0.993347,0.529319,9.942103,65.938311,0.249348,1,0,0,0,0,30.663422,223.428838,0.187051,1,355,16,398,0,0,0
"875",987,0.732046,0.025662,11.883964,0.009393,1.066113,0.266036,10.480811,62.534727,0.099362,1,0,0,0,0,12.872076,436.90772,2.245212,1,710,20,257,0,0,0
"876",416,0.450941,0.016181,12.417494,0.071574,0.932756,0.76285,9.756902,65.059203,0.053258,1,0,0,0,0,6.818875,262.657038,0.235093,1,97,9,310,0,0,0
"877",789,0.342435,0.008377,15.319314,0.046397,0.940833,0.799236,9.397552,63.796448,0.074592,1,0,0,0,0,49.500501,258.935274,1.483651,1,156,16,617,0,0,0
"878",409,0.453359,0.01389,7.245015,0.048297,0.986447,0.877939,9.563509,64.394196,0.019421,1,0,0,0,0,10.485725,171.207001,1.526812,1,49,9,351,0,0,0
"879",891,0.656146,0.006424,15.328501,0.03668,0.937422,0.30903,9.696599,64.718434,0.076749,1,0,0,0,0,11.264028,204.038815,5.762939,1,604,18,269,0,0,0
"880",657,0.860936,0.015686,7.841171,0.034648,0.94264,0.918635,10.644962,63.077911,0.194222,1,0,0,0,0,25.95613,78.629431,2.579622,1,53,14,590,0,0,0
"881",822,0.95441,0.011336,16.012723,0.065346,0.973015,0.792661,10.580345,66.485166,0.212209,1,0,0,0,0,31.551843,399.896221,0.930121,1,167,17,638,0,0,0
"882",367,0.967106,0.03068,6.63044,0.006351,1.067821,0.300407,9.785198,64.084199,0.227998,1,0,0,0,0,44.935847,240.035511,2.300102,1,252,8,107,0,0,0
"883",703,0.594846,0.040007,14.833849,0.059573,1.045532,0.576335,9.674437,65.527587,0.057893,1,0,0,0,0,39.162738,571.088881,1.663427,1,292,15,396,0,0,0
"884",364,0.873592,0.004927,9.698007,0.051475,0.994619,0.556296,9.484786,61.91488,0.236366,1,0,0,0,0,20.423544,455.507373,0.060601,1,158,8,198,0,0,0
"885",898,0.890122,0.029512,11.410251,0.039384,0.990753,0.405866,10.21069,64.164407,0.135091,1,0,0,0,0,23.31367,190.145391,1.668299,1,523,18,357,0,0,0
"886",679,0.823753,0.02265,17.699342,0.027994,0.978419,0.206571,9.736577,61.441279,0.115962,1,0,0,0,0,36.080324,593.330201,0.64073,1,528,14,137,0,0,0
"887",867,0.888975,0.015937,2.604703,0.048733,0.985102,0.471242,11.10648,68.88233,0.221182,1,0,0,0,0,35.052916,410.414876,4.298272,1,449,18,400,0,0,0
"888",467,0.684613,0.027243,14.246276,0.007668,1.006064,0.789676,11.294656,66.26473,0.141433,1,0,0,0,0,22.632327,434.530487,3.695025,1,97,10,360,0,0,0
"889",377,0.136274,0.008653,18.544117,0.03878,0.925984,0.734984,10.747484,71.83807,0.086363,1,0,0,0,0,16.211494,585.073124,4.317879,1,98,8,271,0,0,0
"890",861,0.833498,0.010019,6.143338,0.015589,0.99888,0.633284,10.340514,67.12027,0.159,1,0,0,0,0,21.059173,280.540857,2.967054,1,310,18,533,0,0,0
"891",683,0.422896,0.010652,3.99091,0.021148,0.93009,0.691675,10.596,69.63981,0.223173,1,0,0,0,0,16.410988,281.308718,2.013574,1,207,14,462,0,0,0
"892",802,0.312512,0.007523,15.705226,0.020317,0.922945,0.889898,9.529842,69.891789,0.05708,1,0,0,0,0,34.961178,291.373184,3.879317,1,87,17,698,0,0,0
"893",548,0.808779,0.004057,3.664601,0.0253,0.966525,0.414779,9.962811,63.75032,0.085649,1,0,0,0,0,14.62592,99.74293,0.709869,1,315,11,222,0,0,0
"894",700,0.608812,0.003729,9.20525,0.004108,0.949005,0.949896,11.087487,63.415604,0.063758,1,0,0,0,0,18.923533,279.171246,4.611921,1,35,14,651,0,0,0
"895",951,0.723494,0.024426,6.008609,0.0577,1.023425,0.96999,9.837534,68.181292,0.116424,1,0,0,0,0,46.672482,161.838776,0.536294,1,28,20,903,0,0,0
"896",754,0.709835,0.009754,3.410011,0.004586,0.952577,0.811632,10.544258,65.000218,0.209153,1,0,0,0,0,21.030172,271.613229,3.594237,1,140,16,598,0,0,0
"897",777,0.346971,0.005371,17.266322,0.040185,0.935637,0.955292,9.506547,66.464288,0.145185,1,0,0,0,0,39.595401,309.772737,2.203532,1,35,16,726,0,0,0
"898",594,0.686335,0.008742,9.258839,0.044241,0.954698,0.976521,9.978622,66.594214,0.141093,1,0,0,0,0,38.766616,287.513627,2.99439,1,14,12,568,0,0,0
"899",635,0.617846,0.001439,1.181193,0.014417,1.049702,0.927632,10.420672,66.911009,0.231445,1,0,0,0,0,25.531982,437.741949,3.764275,1,46,13,576,0,0,0
"900",764,0.553466,0.016563,6.900868,0.033156,0.976483,0.709091,10.064356,67.79594,0.110398,1,0,0,0,0,27.128393,419.082811,2.332155,1,218,16,530,0,0,0
"901",735,0.799425,0.019483,11.600043,0.053559,0.952199,0.39827,9.80404,68.985704,0.185142,1,0,0,0,0,7.474921,299.607098,4.108728,1,434,15,286,0,0,0
"902",520,0.61195,0.004144,13.073135,0.069098,0.918116,0.376535,9.66935,68.404991,0.103844,1,0,0,0,0,15.862767,363.287108,1.106466,1,318,11,191,0,0,0
"903",440,0.041052,0.022974,15.047788,0.040772,0.913896,0.358651,10.280254,74.164952,0.13433,1,0,0,0,0,40.668116,314.489878,3.542994,1,277,9,154,0,0,0
"904",609,0.694789,0.031685,12.495803,0.054551,1.025712,0.558139,9.932368,63.617417,0.128809,1,0,0,0,0,40.412935,274.596326,1.51098,1,264,13,332,0,0,0
"905",750,0.918262,0.003571,19.528811,0.021205,0.91522,0.436383,9.91464,66.837134,0.174546,1,0,0,0,0,34.728643,81.328266,2.03245,1,415,15,320,0,0,0
"906",529,0.862633,0.008757,1.790421,0.006795,0.93993,0.902887,10.798768,62.037898,0.171931,1,0,0,0,0,14.471988,360.989608,4.469,1,51,11,467,0,0,0
"907",325,0.632277,0.011918,10.366214,0.072324,0.971894,0.810108,9.442182,63.154174,0.180895,1,0,0,0,0,31.903984,479.713296,0.816811,1,61,7,257,0,0,0
"908",605,0.542446,0.008264,11.182818,0.020521,0.991462,0.715921,11.210651,64.280236,0.132858,1,0,0,0,0,26.276181,294.212557,3.046412,1,169,13,423,0,0,0
"909",974,0.804261,0.011549,7.146027,0.065109,0.922142,0.650532,10.879661,68.858284,0.139696,1,0,0,0,0,23.765477,462.381975,3.680719,1,334,20,620,0,0,0
"910",808,0.718607,0.039166,14.374781,0.037302,0.938231,0.630019,9.713357,66.031958,0.138375,1,0,0,0,0,18.35815,142.458876,0.103296,1,293,17,498,0,0,0
"911",395,0.641153,0.020053,16.188959,0.042887,0.976989,0.349054,10.328592,66.188,0.213026,1,0,0,0,0,22.411981,163.654275,0.423964,1,252,8,135,0,0,0
"912",970,0.592969,0.029215,12.945374,0.080518,0.969553,0.408078,9.386378,62.171944,0.20538,1,0,0,0,0,21.448431,183.624285,0.837699,1,563,20,387,0,0,0
"913",717,0.474098,0.036755,8.250364,0.061099,0.941263,0.893357,10.133585,69.836895,0.121412,1,0,0,0,0,40.545813,516.503561,1.585208,1,75,15,627,0,0,0
"914",981,0.796418,0.014286,7.349586,0.054357,0.915843,0.753056,11.137567,66.491853,0.246084,1,0,0,0,0,27.991818,324.203358,4.449923,1,238,20,723,0,0,0
"915",983,0.384865,0.02363,1.690419,0.001831,1.044422,0.698077,10.033925,67.005585,0.004344,1,0,0,0,0,8.434076,176.285938,4.587066,1,291,20,672,0,0,0
"916",859,0.822011,0.02537,18.345118,0.01221,0.998087,0.27321,9.840841,62.84238,0.127792,1,0,0,0,0,18.009388,423.805118,0.482297,1,612,18,229,0,0,0
"917",160,0.867802,0.011988,8.527471,0.007919,1.098783,0.502829,9.388604,65.799998,0.17724,1,0,0,0,0,35.56368,258.066446,1.775176,1,78,4,78,0,0,0
"918",126,0.053548,0.008221,9.613383,0.038198,0.910473,0.310094,10.288129,73.192019,0.137293,1,0,0,0,0,35.904804,157.142615,2.738296,1,85,3,38,0,0,0
"919",975,0.400093,0.006847,5.204809,0.018645,1.074181,0.987852,10.031785,68.378384,0.034467,1,0,0,0,0,11.84887,179.521239,2.177616,1,12,20,943,0,0,0
"920",603,0.289645,0.025148,3.776913,0.056348,0.991605,0.022836,9.676794,67.508884,0.233786,1,0,0,0,0,7.39112,403.243957,0.020363,1,577,13,13,0,0,0
"921",826,0.900177,0.006071,11.130722,0.015039,1.011102,0.359412,10.183551,65.978838,0.21285,1,0,0,0,0,30.230691,70.121782,4.912569,1,519,17,290,0,0,0
"922",550,0.720308,0.006902,7.726961,0.004256,1.05083,0.911773,9.350153,65.874636,0.032943,1,0,0,0,0,17.250779,54.860477,3.329367,1,48,11,491,0,0,0
"923",631,0.128243,0.012829,16.337384,0.030472,0.942802,0.365248,9.910257,72.77292,0.12965,1,0,0,0,0,40.066184,315.536047,1.854448,1,393,13,225,0,0,0
"924",503,0.702154,0.002774,17.623351,0.021554,0.902711,0.485798,10.934774,66.599815,0.104103,1,0,0,0,0,2.586179,132.595926,1.329685,1,253,11,239,0,0,0
"925",758,0.434577,0.010935,7.63438,0.013282,1.006582,0.857273,10.169802,67.491916,0.008707,1,0,0,0,0,4.946205,359.328394,4.328194,1,106,16,636,0,0,0
"926",833,0.924803,0.002724,16.096635,0.065543,0.975923,0.748707,10.794134,65.137919,0.168515,1,0,0,0,0,4.688334,185.733244,2.131952,1,206,17,610,0,0,0
"927",177,0.857111,0.002655,17.234822,0.025401,1.097442,0.135498,10.11749,62.861698,0.180416,1,0,0,0,0,14.126301,144.840302,2.42859,1,150,4,23,0,0,0
"928",903,0.764879,0.035808,9.735234,0.081061,1.019738,0.554435,9.507093,65.57197,0.115574,1,0,0,0,0,35.824633,393.046911,2.097359,1,394,19,490,0,0,0
"929",704,0.682918,0.025793,19.099429,0.02231,1.006227,0.825318,10.994715,70.794225,0.136239,1,0,0,0,0,0.089493,461.192672,3.530102,1,121,15,568,0,0,0
"930",729,0.389866,0.032721,15.445879,0.021709,0.974239,0.876185,10.560628,67.583874,0.130716,1,0,0,0,0,9.14126,292.643022,3.671344,1,89,15,625,0,0,0
"931",596,0.487409,0.020736,9.172903,0.054959,0.960128,0.048563,10.234254,71.304761,0.218746,1,0,0,0,0,39.739953,77.674758,0.436152,1,556,12,28,0,0,0
"932",641,0.925344,0.012725,2.163016,0.026503,1.015476,0.904218,10.782974,63.170459,0.226684,1,0,0,0,0,23.686116,466.323878,3.256402,1,61,13,567,0,0,0
"933",659,0.507792,0.003852,13.237371,0.069666,0.939627,0.652965,10.415664,67.834974,0.104451,1,0,0,0,0,13.419279,488.183294,1.122034,1,224,14,421,0,0,0
"934",787,0.676595,0.019791,8.543756,0.024653,0.980557,0.781301,9.55592,63.917758,0.222238,1,0,0,0,0,20.489568,24.26564,1.304519,1,169,16,602,0,0,0
"935",728,0.249898,0.033406,16.500134,0.035385,0.955743,0.671472,10.8948,66.387351,0.125433,1,0,0,0,0,19.860845,75.239963,1.833444,1,235,15,478,0,0,0
"936",327,0.646155,0.004609,19.931079,0.002267,1.065627,0.269039,10.314909,63.040038,0.12478,1,0,0,0,0,3.459747,93.073553,1.320066,1,234,7,86,0,0,0
"937",585,0.382593,0.007088,3.173179,0.065014,0.917848,0.366136,9.444215,65.506371,0.241917,1,0,0,0,0,10.400426,418.675717,1.642669,1,364,12,209,0,0,0
"938",236,0.777145,0.011107,14.599218,0.024576,1.095471,0.166569,10.501659,62.475378,0.077808,1,0,0,0,0,2.682944,171.714296,1.360761,1,193,5,38,0,0,0
